provider_id,hospital_name,city,state,number_of_deaths_among_cancer_patients_assigned_to_hospital_2010,percent_of_cancer_patients_dying_in_hospital_2010,percent_of_cancer_patients_dying_in_hospital_2010_2,percent_of_cancer_patients_dying_in_hospital_2010_3,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2010_deaths,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2010_deaths_2,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2010_deaths_3,hospital_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths,hospital_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_2,hospital_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_3,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2010_deaths,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2010_deaths_2,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2010_deaths_3,icu_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths,icu_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_2,icu_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_3,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2010_deaths,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2010_deaths_2,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2010_deaths_3,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_2010_deaths,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_2010_deaths_2,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_2010_deaths_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2010_deaths,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2010_deaths_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2010_deaths_3,hospice_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths,hospice_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_2,hospice_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2010_deaths,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2010_deaths_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2010_deaths_3,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2010_deaths,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2010_deaths_2,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2010_deaths_3
10085,Decatur General Hospital,Decatur,AL,81,18.3454199146552,11.0578616026079,30.4357609038673,62.4913792659479,47.3580798314223,82.4605325313347,4.19294833051715,2.94041749923369,5.44547916180061,23.2587677460538,14.8331255475974,36.4704171975742,0.636749027807601,-0.141233392303279,1.41473144791848,,,,,,,78.0759434250818,60.9839556594815,99.9583066692858,12.6519551149908,10.2951798443131,15.0087303856686,,,,42.4336880046095,30.6046333698733,58.8348128831054
10090,Providence Hospital,Mobile,AL,94,35.6645529859425,25.4757201364351,49.9283369763494,63.851621052801,49.5700650807187,82.2478143700552,4.87899315785034,3.716115883925,6.04187043177568,31.1029161379387,21.741360380951,44.4954398130138,1.13305579301444,0.410759739883884,1.85535184614499,,,,,,,63.1122529937209,48.8909554385508,81.4702114576121,10.638311834935,8.45022964680074,12.8263940230693,,,,64.2410003366161,49.9746791947479,82.5799422977153
10092,DCH Regional Medical Center,Tuscaloosa,AL,132,31.456573249542,23.3984076701192,42.2898863270708,65.4377370634468,53.0233328520641,80.7587377415886,6.11004331190887,5.12819108613216,7.09189553768557,32.9032142507653,24.6351249694931,43.9462559809389,1.34421052797208,0.734354265976288,1.95406678996787,10.6330868815538,6.50884078825238,17.370610268227,,,,61.914044197643,49.6497323199627,77.2078456375969,9.2073824571482,7.3599189158322,11.0548459984642,,,,63.2944182783336,51.2839428095823,78.1176946567396
10113,Mobile Infirmary Medical Center,Mobile,AL,174,26.5715415021602,19.8962546329572,35.4864184654878,69.3474931928566,57.8878349825014,83.0757414504618,5.52067976761234,4.66554841010738,6.3758111251173,26.3996338076121,19.7683817176769,35.2553221163679,0.921905185995954,0.390758848989061,1.45305152300285,17.4421935632086,12.3252106249134,24.6835632716478,,,,66.1148541213851,55.0592857220005,79.3903131537612,8.8762189516618,7.26719473747648,10.4852431658471,15.0813370911565,10.1854182602867,22.3306223313298,69.6608599256302,58.485678669689,82.9713447113201
10139,Brookwood Medical Center,Birmingham,AL,132,31.7238532252565,23.5201577380223,42.7889504257314,63.2692744773123,51.014526032323,78.4678679627283,5.44382924137103,4.46233318067018,6.42532530207188,28.3273663312286,20.6067615253535,38.9406012330634,0.987865946534763,0.37823090876815,1.59750098430138,9.499165751955,5.51295609110627,16.3676525791098,7.98581912384341,4.41937662234484,14.4303852168422,60.3344397412734,48.3866688352987,75.2323874843343,7.97713011713119,6.13033673979207,9.8239234944703,13.8063634496597,8.69491655191136,21.9226568266716,59.2473501828519,47.5791328807583,73.7770592096916
20001,Providence Alaska Medical Center,Anchorage,AK,102,32.8896565466595,23.608977853902,45.8185659053612,64.3672064407042,50.7448244614162,81.6464991051543,4.77051571424051,3.65432254977579,5.88670887870523,26.7632315779029,18.4755933264069,38.7684742697114,1.31477149120943,0.621472262389918,2.00807072002894,,,,,,,38.361598891346,28.0255903720839,52.5095903409185,6.13325707994482,4.03301620634143,8.23349795354822,,,,55.2140183122517,42.2827789345552,72.0999871579925
30002,Banner Good Samaritan Med Ctr,Phoenix,AZ,101,18.8131982296454,11.9986775341198,29.4979531387078,58.692029391437,45.5679661422884,75.5959636936367,4.79526480903118,3.67373688117272,5.91679273688964,41.0855465680297,30.2477751202813,55.8064892403245,2.03383095699871,1.33721815534561,2.73044375865182,13.930311438776,8.24803425041806,23.5272515716648,,,,73.5847781716552,58.6762290667065,92.2813150179767,10.8087644817107,8.69848566083504,12.9190433025863,17.6364125139304,11.1091804916783,27.9987391144213,71.6002784187106,56.7351874588539,90.3601468375308
30006,TMC Healthcare,Tucson,AZ,98,15.9604491685755,9.62072925257904,26.4778200253787,71.2363136279706,56.3531677978048,90.0501706933373,5.25551721727506,4.11681774765786,6.39421668689225,24.3807622777612,16.1993550499768,36.6941503171481,0.985933335306639,0.278654802095606,1.69321186851767,,,,,,,76.8870667195474,61.4886493124763,96.1416634587978,10.1849615993212,8.04237262370478,12.3275505749377,,,,65.8127027836112,51.3042385680536,84.4240547871806
30011,Carondelet St. Joseph's Hospital,Tucson,AZ,89,22.2758880373437,14.5214656300151,34.171150522618,62.3573444957283,48.2032057096516,80.6676310281241,4.63075824169691,3.43592530625963,5.82559117713419,38.6151796093072,27.8488002928802,53.543853974933,1.92547857447003,1.18333395373668,2.66762319520337,,,,11.6365861605907,6.44075342478509,21.0239592392669,65.228814779831,50.3096493374017,84.5722109698419,8.139756966056,5.89154666695752,10.3879672651545,12.8913606117475,7.31916989847617,22.7057413241239,61.2827906352518,46.8130677943045,80.2250440955085
30013,Yuma Regional Medical Center,Yuma,AZ,134,24.3087683897964,17.2774459580264,34.2015956562288,70.400525191179,57.5677047220565,86.0939995979186,5.34006941213562,4.36597571381984,6.31416311045141,16.8454929313647,11.1922277737826,25.3542581366491,0.576659487150455,-0.0283777334135539,1.18169670771446,15.23494886518,9.82384710040353,23.6265553150879,,,,63.9028233024105,51.6564483307287,79.0524892434373,10.1024346174504,8.2695696035319,11.9352996313688,,,,52.5428860507001,41.6315957108469,66.3139336217552
30024,St. Joseph's Hosp and Med Ctr,Phoenix,AZ,92,21.4914065645248,13.8634175695996,33.3165003364347,62.7928021031922,48.6471751657427,81.0516948319594,4.43730239983187,3.26216736847484,5.6124374311889,54.1050485778539,40.9998053537479,71.3992726637258,3.01108411507857,2.28117442118673,3.74099380897042,18.6166185630856,11.5692433216851,29.956884567706,,,,72.7703614876714,57.2693867580675,92.4669498106749,9.95618488650346,7.74503837223251,12.1673314007744,12.6234182683285,7.16739586524853,22.2327176806,75.0868095653083,59.0915397827225,95.4117796122372
30038,Scottsdale Healthcare-Osborn,Scottsdale,AZ,94,,,,70.9400915652111,55.7281021404697,90.3044675484461,5.07044954724124,3.9078142358842,6.23308485859828,50.0955077988079,37.2730018844377,67.3291598407108,2.18651040634203,1.46436464302452,2.90865616965954,,,,,,,78.598685366219,62.7661083283513,98.4249861243573,9.68399293314835,7.49636602434386,11.8716198419528,21.0946696552138,13.6050458036999,32.7073568353281,76.2981569171966,60.1501377175707,96.7813037485473
30061,Banner Boswell Medical Center,Sun City,AZ,160,16.2071980183348,11.03306356203,23.8078269130524,65.9872588683103,54.5905431325003,79.7632352252796,5.30329248881737,4.41190734357576,6.19467763405899,51.4030973123845,41.442103237484,63.7583087461775,3.00941928211043,2.45575468941106,3.5630838748098,,,,,,,80.6544248692669,67.8607913367231,95.8600116923769,12.0657417185371,10.3885019935858,13.7429814434884,16.3709949215476,11.2227073629252,23.8810000166912,75.833188991201,63.3991598693772,90.7058163613438
30064,University Medical Center-Tucson,Tucson,AZ,131,18.349139585711,12.39679735852,27.159508524555,64.4426056734465,52.2246817724054,79.5189034196778,5.09906724935281,4.1141834496737,6.08395104903192,42.1025234631061,32.3953221059495,54.7184706533866,2.4133118913259,1.80157263280624,3.02505114984555,11.1205000657342,6.70195973107241,18.4521433542255,8.21494356915811,4.76729933661465,14.1558759119948,70.5952336268591,57.5426794830024,86.6085322339388,9.28646942486781,7.43330164200664,11.139637207729,16.887364282088,11.2190218181214,25.4196022629445,62.6936144883025,50.4192677927426,77.9560963432645
30065,Banner Desert Medical Center,Mesa,AZ,108,15.17192057839,9.43025721554896,24.4094268878938,56.6640428377829,44.1734536218137,72.686500317841,4.08210588416881,2.99736389697325,5.16684787136437,39.1725859092588,29.0458619008231,52.8299518898001,2.12239941564891,1.44863540496221,2.7961634263356,,,,8.46550643483123,4.68525695785565,15.2958097800827,75.2167969327338,60.4901849492486,93.5286699084625,12.2022164188175,10.1611544132869,14.2432784243481,10.0199884928437,5.54767547894208,18.0977005194014,65.0259424212513,51.4387232186574,82.2021411728628
30085,Northwest Med Ctr-Tucson,Tucson,AZ,104,14.170777177247,8.54196728949612,23.5087444146641,60.3595693458517,47.3290923057956,76.9775508914746,4.5980225066466,3.49270179063022,5.70334322266298,42.830512063682,31.9730376738698,57.3749914646498,2.11267193886116,1.4261258961071,2.79921798161522,,,,10.1797322276226,5.63477263234093,18.39061750803,77.965414912699,62.7016238489515,96.9449521299911,11.3545177352206,9.27473457570682,13.4343008947345,11.0498027996739,6.27382266052603,19.4615226662214,65.4705613363171,51.3357471752163,83.4972633604101
30087,Scottsdale Healthcare Shea,Scottsdale,AZ,178,19.4004727536992,13.9915691890663,26.9003667838162,59.3507100398233,49.1869930756653,71.6145989410745,4.61079497060599,3.76573779945989,5.4558521417521,34.4644416403371,26.9180014591186,44.1265202910461,1.49855058246019,0.97366160829687,2.0234395566235,9.97843944376241,6.28461922239623,15.843323232377,9.50706571419693,6.06021120354527,14.9143809445425,72.4997134037535,60.9604976549449,86.2231878974831,10.4606157131458,8.87054719465254,12.050684231639,13.0721056352314,8.7592634726092,19.5084833642694,81.4674702516591,69.0614814333586,96.1020321524573
30088,Banner Baywood Medical Center,Mesa,AZ,163,15.4944546370459,10.467623430087,22.9353039018789,67.6069156781405,56.0750818075087,81.5102698057797,4.54746419604138,3.66421587346402,5.43071251861875,42.3520076410864,33.4408489274047,53.6377696369039,1.92532485618171,1.37671427479308,2.47393543757035,7.76900371933869,4.4103699622871,13.685341435574,7.41295020050738,4.20718804398854,13.061415392098,78.6594812000257,66.1365017557502,93.5536930197438,11.4797637889127,9.8178343956179,13.1416931822074,16.1799218319367,11.0911181572973,23.6035597831349,80.6717415634358,68.0053326016024,95.6973466331439
30089,Banner Thunderbird Med Ctr,Glendale,AZ,87,15.7618046807688,9.50059565404291,26.1493590340292,66.6027123778077,51.8149136383588,85.6108981873714,5.07594792005346,3.86738672619579,6.28450911391114,47.6075606527142,35.5367501025453,63.7784779070027,2.37726792551982,1.62659629415884,3.12793955688081,12.667823505139,7.19116956065432,22.3153898686199,15.0485225510797,9.21177016289087,24.5835520172474,75.71469163091,59.2550097656508,96.7464953838715,10.4385317443912,8.1644902089299,12.7125732798526,16.4001072369962,9.88361658474986,27.213066702727,85.3118802880594,67.8136150579136,107.325304985858
30093,Banner Del E. Webb Med Ctr,Sun City West,AZ,116,,,,64.5509982373939,51.391922121712,81.0795004626542,4.87948151549414,3.83262133441191,5.92634169657636,37.0668369252769,27.4833451666031,49.9921094508777,1.73963718123504,1.08940263462392,2.38987172784617,,,,,,,89.0430387595491,73.3922662670519,108.031311128677,12.652546791085,10.6827635929312,14.6223299892388,16.9817734314134,10.951246083282,26.3331338445673,75.2724163466617,61.0680290055191,92.7807357619667
30103,Mayo Clinic Hospital,Phoenix,AZ,206,13.0536551469002,9.01136150135589,18.9092306050039,63.1801399664471,53.2986706812125,74.893614327738,4.3865936421156,3.60092131072037,5.17226597351083,27.0106145161526,20.8303452420672,35.0245417472394,0.89755510853962,0.409551742453465,1.38555847462578,7.58893484951946,4.64744305472478,12.3921759711936,4.62732587733321,2.56111938968813,8.36046334319656,80.8319520191291,69.3829072185821,94.1702319656174,11.5285500999936,10.0502207245877,13.0068794753996,9.3862838798843,6.05378666491281,14.5532589683758,84.6895878291281,73.0133557582192,98.2330727328638
40004,Washington Regional Med Ctr,Fayetteville,AR,95,14.9766158264659,9.02699149498993,24.847594210988,63.10249635733,49.0905558905698,81.1138715846517,3.72076876147328,2.56404132088628,4.87749620206028,22.1709896092955,14.5953748380537,33.6786677772666,0.75690455181736,0.0384283345777419,1.47538076905698,,,,,,,78.0172968881938,62.0145119399687,98.1495850460392,10.7966529902626,8.62014239363614,12.973163586889,15.3066782128576,9.22395822181691,25.4006352021204,52.9949871994182,40.2692983747931,69.7421803113532
40007,St. Vincent Infirmary Med Ctr,Little Rock,AR,130,33.2549707732172,24.6562453534861,44.8524528075063,69.406355673858,56.3780909774925,85.4452877776448,6.41997295165136,5.43103784669619,7.40890805660653,29.1619596149296,21.2145237015561,40.0866830925081,1.36707624919256,0.752820610074072,1.98133188831104,,,,18.1891314257103,12.0760453509896,27.3967588234215,56.7192521593381,45.1560101806951,71.2435299895015,6.73161383382963,4.87082307207635,8.5924045955829,13.3876250859358,8.31950422625438,21.5431713918692,42.1330796231128,32.4197284229763,54.7566708569174
40016,UAMS Medical Center,Little Rock,AR,145,27.5235295813743,20.4075597689575,37.1207870609356,70.6571340124146,58.3488864682143,85.5617114401653,6.32765413135472,5.3913502156881,7.26395804702133,39.3526885109792,30.547741915729,50.695534135201,2.4047317213833,1.82316680651156,2.98629663625505,13.5999394547906,8.95041751503288,20.6647737788007,,,,57.1623291060521,45.9707149644016,71.0785523209482,8.02777287690779,6.26601351804184,9.78953223577374,9.70189629947476,5.7444079161591,16.3858126337063,63.5169462140363,51.8272983843854,77.8431942648253
40020,St. Bernards Medical Center,Jonesboro,AR,175,26.5512569572365,20.0025293756378,35.2440050340743,62.4245579131444,51.7755195242854,75.26385957023,5.41307024640292,4.56049253372132,6.26564795908452,21.6234636711624,15.7948491447265,29.6029532700027,0.855997253948165,0.326437058160443,1.38555744973589,13.982370741566,9.44187673831829,20.7063380483636,6.81840059432789,3.95589249145536,11.7522371412139,57.1450871588643,46.9197625895971,69.5988386590479,8.80025816676355,7.19603891770921,10.4044774158179,11.8231364862516,7.70537695589092,18.1414299615366,43.8143110459479,35.0376164937797,54.7895103758522
40026,St. Joseph's Mercy Health Center,Hot Springs,AR,158,13.1371394448904,8.47436164975073,20.3654788322105,68.3359970352275,56.5844436536889,82.5281329861441,5.26847020929919,4.37154233436999,6.16539808422839,18.8769687364757,13.1161735552613,27.1679805986512,0.669395445411065,0.112288106115232,1.2265027847069,8.87768189148444,5.15332625359921,15.2936631387049,9.0505119982146,5.35735129236444,15.2896017004842,76.9236577090036,64.5005786298837,91.7394733663745,10.6132242457679,8.92555526196447,12.3008932295714,15.5766097813822,10.5220103512216,23.0593550265118,51.435699622611,41.1937940253078,64.2240235032029
40027,Baxter Regional Medical Center,Mountain Home,AR,105,15.637970376488,9.8504551127794,24.8258699416494,62.9291411398513,49.6096534911751,79.8247221239666,3.93818527691344,2.83789109373065,5.03847946009623,22.0631545234224,14.9050343417755,32.6589510874237,1.40926161983553,0.725837699172973,2.09268554049808,,,,,,,77.5559678372275,62.1981099395087,96.705963461252,9.94936408680819,7.87903890468189,12.0196892689345,17.3528553190375,11.0635895339721,27.2173499205494,29.7496231778825,21.0356195908391,42.0734019934184
40036,Baptist Health-North Little Rock,North Little Rock,AR,94,23.7611216441625,15.642058396493,36.0944120957426,61.7206664075734,47.6027837525234,80.0255859321048,4.16372846385809,3.00092812208908,5.3265288056271,27.3527336088322,18.6197909350365,40.1815486804375,0.754969300361798,0.0327210319752762,1.47721756874832,,,,11.7091177538316,6.48003790652619,21.1578142830019,71.0326039937011,55.8988544141258,90.2635820180765,10.3727060595228,8.18476862774823,12.5606434912974,13.7951636394781,8.00741012843501,23.7663035597719,50.2828965867028,37.997447174877,66.540514617012
40055,Sparks Regional Medical Center,Fort Smith,AR,106,18.6350160148552,12.0200110503946,28.8904744278509,62.9096771661892,49.5947268744873,79.7993603467155,5.47497599762027,4.37992668380591,6.57002531143462,29.6585348577048,20.969112541608,41.9487800525792,1.44948420762132,0.769318024063917,2.12965039117872,,,,,,,72.5631739942448,58.0292770615143,90.7372017496857,9.89597292208182,7.83551654167819,11.9564293024855,16.5345365413776,10.4131589550743,26.2543671730785,51.550560895395,39.3777462541963,67.4863490529663
40062,St. Edward Mercy Medical Center,Fort Smith,AR,112,16.5525391923904,10.5562190028192,25.9549895319953,67.0773392548014,53.6439527643784,83.8746812947659,4.38741536818108,3.32217832142134,5.45265241494083,18.1713053646929,11.8459214837758,27.8742636534569,0.610741453439717,-0.0509074855973477,1.27239039247678,,,,,,,77.9701703250296,63.1850109837685,96.2150257768547,11.4683285603068,9.46396725716779,13.4726898634459,16.4170056266258,10.4679719454177,25.7469235827142,34.7170793243666,25.258891554368,47.7168839424363
40114,Baptist Health-Little Rock,Little Rock,AR,228,28.3751800618631,22.3648400687108,36.000742284296,62.439838574523,53.0517301460742,73.4892798119421,6.07633153223863,5.32929449548203,6.82336856899523,28.6989443047168,22.6212039989256,36.4096183494192,1.752299305959,1.28829341703982,2.21630519487818,13.3063530867927,9.40366940746808,18.8287172590078,10.3336264404734,7.02890055072169,15.1921107206854,60.1215383481376,50.7803221025836,71.1811036969117,8.81018302434954,7.40455022830552,10.2158158203936,9.11833749435941,5.94295567338239,13.9903582039877,56.4244509264166,47.4719507390593,67.0652588061453
50007,Mills-Peninsula Health Services,Burlingame,CA,86,26.8258054059774,17.4874310533168,41.1509176782644,60.3632921886782,45.7455821763567,79.65199852105,4.89285262762909,3.67725348121381,6.10845177404438,31.0665630416043,20.9882233350096,45.9844229696222,1.17611985911109,0.421076755825711,1.93116296239648,,,,,,,57.9410549175158,44.0289850766934,76.2489945908767,10.9640521576754,8.6767679361821,13.2513363791686,,,,65.5686245574585,50.4527873755742,85.2132211121075
