hrr_id,hrr_name,state,number_of_deaths_among_cancer_patients_2010,percent_of_cancer_patients_dying_in_hospital_2010,percent_of_cancer_patients_dying_in_hospital_2010_2,percent_of_cancer_patients_dying_in_hospital_2010_3,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2010_deaths,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2010_deaths_2,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2010_deaths_3,hospital_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths,hospital_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_2,hospital_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_3,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2010_deaths,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2010_deaths_2,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2010_deaths_3,icu_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths,icu_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_2,icu_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_3,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2010_deaths,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2010_deaths_2,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2010_deaths_3,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_2010_deaths,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_2010_deaths_2,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_2010_deaths_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2010_deaths,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2010_deaths_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2010_deaths_3,hospice_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths,hospice_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_2,hospice_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2010_deaths,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2010_deaths_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2010_deaths_3,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2010_deaths,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2010_deaths_2,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2010_deaths_3
14,Sun City,AZ,330,13.4228995035394,9.95272624958848,18.1030027917795,62.626793688102,54.5871489066564,71.8505246419607,4.50034470252076,3.87917959484129,5.12150981020023,41.775539242515,35.2568894563106,49.4994228338127,2.19889890774586,1.81275435559495,2.58504345989676,6.17827295925504,3.93927536631753,9.6898676049511,5.77503639071862,3.68117605836494,9.05988868376424,82.0264408142464,72.8678768508353,92.3361196103786,12.5888656834918,11.3976455154089,13.7800858515747,15.62602646207,11.9011749183595,20.5166888704943,73.1558515935757,64.4295505794302,83.0640377629747
15,Tucson,AZ,623,17.2280395838704,14.2626876066117,20.8099171831974,59.4848667786206,53.7560740033447,65.8241778491875,4.35712073207417,3.90475773369912,4.80948373044922,34.6003199354908,30.2605333858617,39.5624929796402,1.6791278107643,1.39791834607023,1.96033727545836,9.58509703687794,7.40594609401208,12.405448816411,6.17887164661746,4.52863589390234,8.43045361115899,71.9995560907641,65.6390111285006,78.9764499516693,10.9740368498195,10.1065317045741,11.8415419950648,10.6578917843138,8.39935015619318,13.5237435246568,59.8726495086316,53.9997165100093,66.3843144161504
16,Fort Smith,AR,332,18.9959773127596,14.8637171359427,24.2770466342026,58.3967712614147,50.7584814109415,67.1844940779275,4.125575191746,3.50624643389887,4.74490394959313,19.5828480962933,15.3809713867423,24.9326216088699,0.674876075765765,0.28987308239663,1.0598790691349,7.85135655395168,5.34289282489551,11.5375325235886,4.0139692462481,2.37566595586605,6.782076861455,68.4602636144842,60.115314599855,77.9636225038732,11.3328857134997,10.1451871484961,12.5205842785033,12.118374137316,8.91860941130778,16.4661310927883,38.1838423760617,32.0156068274198,45.540471135197
18,Jonesboro,AR,239,26.0951111255339,20.3374382539973,33.4828219832515,60.7382002432186,51.5460150433958,71.5696250365717,4.70375639873862,3.97388019079813,5.4336326066791,21.7798466265878,16.5915755226356,28.5905168216561,0.833497430538197,0.379773101923446,1.28722175915295,12.0378300314928,8.30603596981191,17.4462706872183,6.66010787291743,4.07673085250174,10.8805409245196,55.7835511064695,47.0859853825467,66.0877020787919,9.35828759512445,7.95859007774361,10.7579851125053,9.18718351991917,6.04655630022504,13.9590763465699,38.9899755673229,31.8811100677281,47.6839793693159
19,Little Rock,AR,1496,25.7422988788888,23.2959785179252,28.4455083550215,65.1765731411599,61.1847768703368,69.4288008180095,4.96274908537499,4.66957754083808,5.2559206299119,24.6574730787328,22.2701827025223,27.3006731354554,1.06663064790468,0.884381849044246,1.2488794467651,9.81390422885617,8.35654780012329,11.525419170311,9.1941578274233,7.77990307620483,10.8655001646634,61.1843792002833,57.3137757724816,65.3163782645335,8.87603381609125,8.31381315649073,9.43825447569176,11.1324605661752,9.5480438477206,12.9797977715647,40.3175260814714,37.2289574514679,43.6623268714722
21,Springdale,AR,337,18.0090626304912,14.0364293805213,23.1060427147541,54.5509412949835,47.2216111515752,63.0178666843193,3.29249799222646,2.67772577568815,3.90727020876477,21.1200585562546,16.7594148785796,26.6153011099292,0.894396925044233,0.512226485502255,1.27656736458621,5.68652955130554,3.62554591253465,8.91910325175397,5.18219765498387,3.30298403244804,8.13057897691873,72.3995412644447,63.8488685233322,82.0953244204565,11.5684356002919,10.3894752014162,12.7473959991676,11.3455009419275,8.28534839816292,15.5359057262842,38.9011008579429,32.7725315305673,46.175732459007
22,Texarkana,AR,267,25.5610689770827,20.2157311405183,32.3197930715271,69.2214525898164,59.9202635905045,79.9664289094269,5.17093224002933,4.48039617739906,5.8614683026596,29.2932737428833,23.5213784586204,36.4815305397635,1.78626857464217,1.35699987401514,2.2155372752692,7.06327164409443,4.55456131308617,10.9538115503957,7.07919994394486,4.51201178182264,11.1070347928269,60.6544967200781,51.9387153351423,70.8328642444635,9.91379371516909,8.58953954437914,11.238047885959,8.06627635948679,5.25731440427685,12.3760553971596,34.5420195247336,28.1841893704937,42.3340581899508
23,Orange County,CA,1216,29.923746109829,26.9687865274676,33.2024794787674,64.9264220870682,60.5366829557827,69.6344774639732,5.38133299409905,5.05691622596958,5.70574976222852,41.9633744045219,38.4279300295075,45.8240865449149,2.51203418896395,2.31036193453294,2.71370644339495,14.5077985003494,12.460043918202,16.8920927332583,7.23883852576891,5.8738241296627,8.92106778232143,56.0936801855076,52.0445549772409,60.4578319120987,8.219154860877,7.59701464037461,8.84129508137938,9.97879164799437,8.35699917144993,11.9153156188247,67.6152862691184,63.0955857509689,72.4587446624128
25,Bakersfield,CA,460,36.0408697954287,30.9560235485972,41.9609544995939,68.1223527354977,60.9772758522627,76.1046615703704,5.99645709223419,5.47014811184745,6.52276607262094,31.1126254665231,26.4154469994312,36.6450533069148,2.00816428237086,1.68098662378719,2.33534194095452,12.45727149088,9.60254670989276,16.160672547171,3.7470574905719,2.35927226481932,5.95117403235622,52.5312836399378,46.3047998798176,59.5950261748645,7.20910236541028,6.19978960085085,8.21841512996971,9.24264438712943,6.85179103295122,12.4677584088755,49.4554695885887,43.4257420923947,56.3224335239668
31,Chico,CA,344,27.0952535203803,22.1284896610253,33.1768129944601,58.7516071322231,51.2263264583016,67.3823711217869,4.13559363892875,3.52717197667898,4.74401530117851,28.2229555253173,23.1467371182509,34.4124191031652,1.12938753236774,0.751164886916797,1.50761017781867,5.95661561449506,3.84134159439623,9.23668689881854,4.24419886631379,2.55710358641452,7.04438573099682,52.5951726731148,45.4575538756615,60.8535205409687,8.64969738522902,7.4829155653712,9.81647920508685,7.04581780850503,4.75920176391577,10.4310661857296,50.6179193758016,43.5445561451377,58.8402773792253
33,Contra Costa County,CA,395,32.4776514045288,27.2457216907077,38.7142558647598,66.8044593156413,59.161572186303,75.4347056633562,5.28638387497235,4.71853417302182,5.85423357692287,38.9666851936084,33.1931992470487,45.7443870859415,1.82911474777485,1.47611348267182,2.18211601287787,12.348984809223,9.24452842370719,16.4959659194025,5.47670225917731,3.56856959803446,8.40512334471449,56.0372826718438,49.1506311900566,63.8888448268675,7.60192983986229,6.51295364168156,8.69090603804303,12.9610157215605,9.84566699033895,17.0621176502697,69.5650670831402,61.7419570805751,78.3794163176001
43,Fresno,CA,519,29.6727630253402,25.3016210622433,34.7990693320396,66.0101934620171,59.3600817795665,73.4053173490212,5.23885748410794,4.74326704713494,5.73444792108094,31.7041663365616,27.1700224247047,36.994969948292,1.48117488773836,1.17309327631282,1.7892564991639,10.2591285432652,7.79217664215146,13.5071011991559,6.73117540905803,4.82892740353043,9.38277149380674,54.0395089519152,48.0874684733227,60.7282649820542,6.73706720954097,5.78666398126455,7.6874704378174,10.7057493515558,8.23492120999505,13.9179314841808,52.3565936285115,46.4485232037172,59.0161474964122
56,Los Angeles,CA,3894,36.6536772850241,34.7368077905272,38.6763247393465,69.1083188179316,66.4985930858766,71.820462782922,6.13227498341351,5.94953126834709,6.31501869847993,47.4075714941151,45.216723921678,49.7045703457552,3.06061835446298,2.94701652921505,3.17422017971092,18.2214438977108,16.8708496652349,19.6801598203797,6.24309207246596,5.47084686948609,7.12434464994422,47.0467674017906,44.9351028665681,49.2576667629033,6.39395130745604,6.04350020148397,6.7444024134281,9.25430011767837,8.33052939292427,10.2805075918469,65.8018039350362,63.2560403334158,68.4500227690925
58,Modesto,CA,434,29.3511824927289,24.6403083849094,34.9627082690687,64.062026793033,56.9230838916958,72.0962919830488,5.60898937969982,5.06722954621458,6.15074921318505,32.5668234531977,27.5867668766077,38.445896707493,2.13603463601076,1.79925202267946,2.47281724934205,12.9688024177981,9.95080776866356,16.9021289589714,3.74555933708318,2.32709909073994,6.02862800446979,52.7535407873067,46.3635025542656,60.024284453936,7.76044209548075,6.72149893539931,8.79938525556219,9.1747485912029,6.72724008520443,12.5127111037575,51.7623303131019,45.4125114542309,59.000014613661
62,Napa,CA,241,22.2114438518007,16.9213146848853,29.1554319016579,59.8712715563601,50.8132877665254,70.5439328044591,4.48111078649176,3.75452199317259,5.20769957981093,25.8955126892223,20.1438948964907,33.2893703468684,1.30813392250104,0.8564532007003,1.75981464430178,8.35665447880195,5.32829098852118,13.1062050155527,4.6690733776307,2.58449241813147,8.43502037489468,46.9860505647227,39.1325497884354,56.4156682763131,7.00845094976527,5.61505777007073,8.40184412945981,5.75103711162661,3.40518183754981,9.71296965541939,46.6007899654785,38.7161728988855,56.0911232388145
65,Alameda County,CA,563,31.4819878672373,27.1246242140879,36.5393287018559,63.6445798168863,57.3789622700228,70.5943847678163,5.29192822147315,4.81609810219696,5.76775834074934,35.5690314968297,30.9222955793041,40.9140388163555,1.68289694122193,1.38709924422278,1.97869463822108,8.82336874343619,6.66466495452745,11.681282782229,4.34643153701088,2.8604601539877,6.60434548601791,51.5841880420793,45.9864964242679,57.8632568876541,8.53347862133549,7.6209701309913,9.44598711167968,6.01132682517491,4.27225338338574,8.45831156447698,53.999159677272,48.1556696325599,60.5517329132924
69,Palm Springs/Rancho Mirage,CA,293,22.3242124794162,17.4688231673973,28.5291377702103,63.0977209990386,54.6003564786179,72.91751651533,4.92691044953493,4.26784512297981,5.58597577609005,35.7033561868457,29.4249671347625,43.321361657489,1.56687751450371,1.15717245828838,1.97658257071903,10.1634252919075,7.01426053853909,14.7264580630618,8.13101226335016,5.39954428403627,12.2442482085414,67.9724390029649,59.1867466103106,78.0622813149679,8.96526572565423,7.7013635853529,10.2291678659556,11.7542730669932,8.43617393031266,16.3774403508915,52.2789065134475,44.5870223692659,61.2977481116951
73,Redding,CA,347,23.1870458930002,18.6687691902437,28.7988507311488,56.1892504346902,48.9095070966746,64.552518555784,3.96265311221527,3.35692124523891,4.56838497919164,28.7137084190654,23.6193335816154,34.9068718779117,1.04147454085779,0.664923994786529,1.41802508692905,7.42945384340203,5.01794161581055,10.9998857374759,3.34690429619704,1.89976998520997,5.89638138043545,58.1328177654456,50.6363853054062,66.7390549496768,9.27737920522678,8.11575565703954,10.439002753414,4.9915401741599,3.14396672555185,7.92485273707181,35.5226300912029,29.6309611105775,42.585768442927
77,Sacramento,CA,1209,30.0290392016951,27.069307372393,33.3123852402886,63.5303747811059,59.1902181296884,68.1887759052431,4.80453564671658,4.47901344592054,5.13005784751261,32.9230984747866,29.8186745248466,36.3507241838433,1.69107869131473,1.48871924953741,1.89343813309204,10.0165018357051,8.34232741127477,12.0266568402826,4.55618562070596,3.48588899428248,5.95510282868334,52.4255039227282,48.4977548583853,56.6713545725465,8.07061138364801,7.44635125384841,8.69487151344761,7.40902043759402,6.02916736003801,9.10467077237341,53.3572130899969,49.3105459628239,57.7359697229419
78,Salinas,CA,279,36.0989738642804,29.5143105250912,44.1526802039354,59.0854390720165,50.6694127801053,68.899340228859,4.78121717573838,4.10583548165006,5.45659886982669,30.5905666114733,24.6309360997562,37.9921721943911,1.63403006298525,1.21418200878768,2.05387811718283,8.37970833862611,5.46163267904052,12.8568719221843,7.2475622479797,4.56380593004897,11.5095074907747,47.5075620083444,40.1525151365169,56.2098897242948,8.25424957859814,6.95905722924433,9.54944192795195,7.11689969438595,4.59011684417211,11.0346344068037,44.0047396983238,36.7622051633957,52.6741284237578
79,San Bernardino,CA,801,27.918339883922,24.479877640544,31.8397711507872,65.1791630469755,59.7960188495093,71.0469254850581,5.16436474863583,4.76502255249122,5.56370694478045,43.6776051052124,39.3131000546118,48.5266535856178,2.54109675945677,2.29284744284385,2.7893460760697,15.1062135919252,12.6467698154958,18.0439505434232,5.59579234608283,4.18729892377037,7.47806463081075,59.1176456064543,54.0150694583389,64.7022406357524,8.76228427150456,7.99645812941634,9.52811041359278,10.4592665502725,8.42981294094338,12.9773053727342,55.4813430814436,50.5741915232978,60.8646295156858
80,San Diego,CA,1387,26.7105865109924,24.1096288728776,29.5921366323402,64.9393817820246,60.8338409399025,69.3219964591357,4.71685500878469,4.41292228252375,5.02078773504562,40.5998900995769,37.3482943981871,44.1345743536212,2.13623695489706,1.94729851483485,2.32517539495926,12.7351377909391,10.9468684842724,14.8155369535331,7.0519687856508,5.78357749736968,8.59852985049652,64.352099143359,60.2603830893916,68.7216451646776,9.28994730293168,8.70708972000179,9.87280488586157,12.3330453730407,10.6220202373975,14.3196872886724,57.1559433183523,53.2325755550264,61.3684726419788
81,San Francisco,CA,703,34.5900082026833,30.4083926773889,39.3466593303816,65.2861187396644,59.5353832808326,71.5923382903929,4.92954767010251,4.50348111821695,5.35561422198807,36.6777202050945,32.3726492345695,41.5553002689273,1.70343038626123,1.4385679916574,1.96829278086506,10.5431823528069,8.32185948779444,13.3574346319563,5.29424380545392,3.76131314769916,7.45192340306279,47.6860048472656,42.8754932474027,53.036242526054,7.95630801085307,7.13923206232198,8.77338395938415,4.32656119835567,3.02405071067624,6.19008528429435,57.0662258243163,51.6412163142212,63.0611430609365
82,San Jose,CA,616,34.1968347162687,29.8114895851171,39.2272751508405,61.1155311712474,55.2457807472636,67.6089304888449,5.18189997755805,4.72708954500666,5.63671041010945,36.7769747602478,32.2242263586116,41.9729509550955,2.15094908051666,1.868218179151,2.43367998188233,12.1894145799984,9.6384647653116,15.4155076997135,6.63909799709229,4.86641878417477,9.05750700254816,50.2341482403641,44.983232043882,56.0980066299634,8.26651287145682,7.39431423503681,9.13871150787684,7.50816389424631,5.63929676112943,9.99637498268024,58.1411214682773,52.2843445590631,64.6539616035603
83,San Luis Obispo,CA,204,23.2550717057824,17.415270911059,31.0531121108008,54.9011805568672,45.6520453020912,66.0241968698754,3.66515815920458,2.87562213102799,4.45469418738117,35.6926121450924,28.2793328859032,45.0492438021778,1.59897521443462,1.10816362144899,2.08978680742026,5.91421786848313,3.27446635354305,10.682037687771,7.30662061602435,4.32534605356553,12.3427592070937,58.7781086957829,49.2156083964043,70.1985848478443,9.30742085731664,7.79331256539157,10.8215291492417,,,,47.6329289896824,38.7815530557213,58.5045142693534
85,San Mateo County,CA,329,28.4722462112768,23.1774657617277,34.9765937591935,58.8433992236381,51.0740961574715,67.7945552186914,4.54171346808607,3.91965924368528,5.16376769248685,38.5555774921835,32.3006303661759,46.0217815845605,1.84956854979645,1.46287128215346,2.23626581743945,7.56505020722123,5.02533525922804,11.3882918622566,4.51187546883383,2.67095074501257,7.62163820664867,54.8258259205875,47.4047439151688,63.4086578603526,9.26602375619511,8.0730985120268,10.4589490003634,6.35108945778214,4.13970474612317,9.7437715427716,59.1256334586804,51.3170107117747,68.1224506923219
86,Santa Barbara,CA,232,29.3805491547618,23.0771076524685,37.4057564593907,54.4129649658304,45.689950198126,64.8013566119868,4.08348632324748,3.34304765311492,4.82392499338005,26.5405447038662,20.6032045880194,34.1888811601435,0.964482305292254,0.504191868597142,1.42477274198737,7.47022059668646,4.57504794044978,12.1975106030632,5.87109598579011,3.40746934064914,10.1159437190399,55.9258022128186,47.1490539409719,66.3363332181175,9.80487672995609,8.38492337748041,11.2248300824318,5.06083984247622,2.87347292567332,8.9132908413234,52.6459727602897,43.9818756096253,63.0168315802933
87,Santa Cruz,CA,136,19.8585551201838,13.6161761347761,28.9627724816343,51.1462828677091,40.4606358680022,64.6540074090259,3.94004190738483,2.97320967725098,4.90687413751868,29.1334607191347,21.2819737574282,39.8815703443443,1.68925930614037,1.08823231042776,2.29028630185299,,,,,,,66.6879987581458,54.2963146840434,81.9077538548566,11.4211271714615,9.56701457329815,13.2752397696248,,,,49.6053764922552,38.9673230919659,63.1476114263985
89,Santa Rosa,CA,282,22.9688917656782,17.938753614812,29.4095119578334,54.0292598837334,46.1056154442386,63.3146504055351,3.5727225242019,2.9009776808802,4.24446736752359,27.9478415108226,22.3482555653376,34.9504614725065,0.908650692812565,0.491063470869014,1.32623791475612,5.03344593092407,2.92185681968667,8.67105388903109,4.08720168369948,2.26250079830342,7.38351898738007,58.6061358625104,50.3744153309852,68.1830079449549,10.1249721485879,8.83675425727743,11.4131900398983,9.0342609908401,6.14915466871843,13.2730230491382,48.2544213072747,40.6001811404586,57.3516942607823
91,Stockton,CA,281,31.9429029918266,25.9127503831247,39.3763315919459,69.526005499529,60.3908957951971,80.0429498034533,5.64901351420837,4.97609369271213,6.32193333570461,38.6499558281883,31.9701012198064,46.7255037839994,2.10907774163161,1.69076009968316,2.52739538358007,10.2126780073218,7.04837531228785,14.7975650359315,5.74173208650155,3.5156539301398,9.37734145859188,46.1865938131788,38.9128804085934,54.8199317466223,5.53526582696482,4.24479465761079,6.82573699631886,12.1661898267904,8.69001094464468,17.0329100670136,53.0134943020902,45.1173975107844,62.2915046783443
96,Ventura,CA,434,28.8372154600057,24.1758038911904,34.3974082197871,62.9681655318784,55.9400628279397,70.8792530792385,5.71658489697422,5.17492088893669,6.25824890501174,32.47210774445,27.4911513460163,38.3555336804752,2.31955853309144,1.98283548922748,2.6562815769554,9.88925311259167,7.2782734783635,13.4368854668118,5.48797042596418,3.6761415178263,8.19278018819744,61.7355178735005,54.7975114602623,69.5519571152996,8.39984469929289,7.36108530549922,9.43860409308656,13.1445934671067,10.1576592221892,17.0098576489028,66.2414654338118,58.9080748402096,74.4877804056798
