hrr_id,hrr_name,state,number_of_deaths_among_cancer_patients_2011,percent_of_cancer_patients_dying_in_hospital_2011,percent_of_cancer_patients_dying_in_hospital_2011_2,percent_of_cancer_patients_dying_in_hospital_2011_3,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2011_deaths,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2011_deaths_2,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2011_deaths_3,hospital_days_per_cancer_patient_during_the_last_month_of_life_2011_deaths,hospital_days_per_cancer_patient_during_the_last_month_of_life_2011_deaths_2,hospital_days_per_cancer_patient_during_the_last_month_of_life_2011_deaths_3,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2011_deaths,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2011_deaths_2,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2011_deaths_3,icu_days_per_cancer_patient_during_the_last_month_of_life_2011_deaths,icu_days_per_cancer_patient_during_the_last_month_of_life_2011_deaths_2,icu_days_per_cancer_patient_during_the_last_month_of_life_2011_deaths_3,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2011_deaths,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2011_deaths_2,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2011_deaths_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2011_deaths,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2011_deaths_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2011_deaths_3,hospice_days_per_cancer_patient_during_the_last_month_of_life_2011_deaths,hospice_days_per_cancer_patient_during_the_last_month_of_life_2011_deaths_2,hospice_days_per_cancer_patient_during_the_last_month_of_life_2011_deaths_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2011_deaths,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2011_deaths_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2011_deaths_3,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2011_deaths,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2011_deaths_2,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2011_deaths_3
14,Sun City,AZ,325,12.2081119710012,8.91671635885518,16.7144486712863,58.8499355261415,51.0178108849768,67.8844280331687,4.03854214598287,3.41392267937868,4.66316161258707,40.418604170967,34.0184885214881,48.0228144791734,1.90652496511535,1.51095886975949,2.30209106047122,9.05878023080249,6.25044222115379,13.1289109420533,83.685314315696,74.3173794142203,94.2341063061866,13.2128124750923,12.0134972159189,14.4121277342656,14.8876716213807,11.2432413129768,19.713422503015,74.0895634737055,65.3094650426963,84.0500440806797
15,Tucson,AZ,623,16.3327839631586,13.446217833824,19.8390235294399,58.1906996745004,52.5176197321547,64.4765993942157,4.29763910112016,3.84606548214434,4.74921272009599,34.5501548046767,30.2124607445151,39.5106246764039,1.70476206649305,1.41878440685477,1.99073972613134,8.62290576265276,6.56596618298878,11.324228867372,74.1882757814843,67.7215263967699,81.272537053921,10.6351037650771,9.76804924495111,11.502158285203,12.3655995868377,9.91101370651796,15.4280942060892,63.7233610277457,57.6349726013745,70.4549088408099
16,Fort Smith,AR,320,18.4176840860291,14.294541118178,23.7301137747894,63.7372255124477,55.5875516561414,73.0817205469743,4.88196644704312,4.25257088792842,5.51136200615783,23.9376216614376,19.1663347153841,29.8966776546062,0.750887930659691,0.352297177305714,1.14947868401367,7.17205697861944,4.76299943460533,10.7995816524438,60.7721644797177,52.7819949113811,69.9718906371517,9.27052236162711,8.06203665399141,10.4790080692628,9.75679280228611,6.89561136082073,13.805158209411,41.9553904047639,35.3652168723472,49.7736176868334
18,Jonesboro,AR,246,26.4289519390146,20.8287540332083,33.5348672071843,65.2625333722891,55.9616283597367,76.1092624894662,4.78882835456206,4.07122968286003,5.50642702626409,22.3708226411372,17.2500868722843,29.0116629177848,1.00250892731772,0.548059907115161,1.45695794752029,8.96620221286378,5.95438076256136,13.5014513393969,60.0038866865372,51.0076209818369,70.5868328729322,9.52190297943661,8.1440608164095,10.8997451424637,8.65358186771471,5.69494141509355,13.1492975402295,41.7172805010661,34.3817347591622,50.6179081595311
19,Little Rock,AR,1574,26.2849188777373,23.884826696333,28.9261868714041,65.5442569401406,61.6498287826181,69.6846966596348,5.22703865238306,4.94125255513175,5.51282474963436,27.1437562650158,24.6989940003733,29.830506625632,1.1139180020098,0.932932143193574,1.29490386082602,10.3288120988256,8.87682327823566,12.0183038491276,61.1185126121324,57.3190820991012,65.169790707063,8.80172952520379,8.25299922520773,9.35045982519986,12.1342256707168,10.5151984363456,14.0025348564941,46.4839792612258,43.215524257308,49.9996324259024
21,Springdale,AR,324,15.3906055847163,11.6613471305998,20.3124679860307,57.7385335498238,50.056964187571,66.5988900963332,3.99582199728771,3.37050971683639,4.62113427773903,23.3720172649649,18.660628701953,29.2729253530804,0.755080645502313,0.359075797140873,1.15108549386375,6.00546020952408,3.82884841971608,9.41942547071407,72.3454198807848,63.6654840837385,82.2087486343938,9.84005547216726,8.63940995951473,11.0407009848198,15.6436656772452,11.9130784831885,20.5424883389101,44.40618405383,37.5956779804722,52.4504221800939
22,Texarkana,AR,268,22.7586420504211,17.8047802445702,29.0908273432441,58.9277875819911,50.4315564010636,68.8553833574532,4.15017200558994,3.46243306223619,4.83791094894369,27.8508070346664,22.2981612175206,34.7861621824113,1.3562702392894,0.92073112629054,1.79180935228825,9.22769975379607,6.32312843281715,13.4665053305379,62.0495116265859,53.1798408790147,72.3985222493796,10.4902633185858,9.16975402742312,11.8107726097484,7.92348970057694,5.16330498241282,12.1592060219172,42.7189631688717,35.6822974882526,51.1432823187527
23,Orange County,CA,1275,27.2429286442959,24.4689372984439,30.331401485319,65.5131822918777,61.1631499529587,70.1725966911417,5.39581426672388,5.07899840888277,5.71263012456499,42.8051858436164,39.289212553423,46.6358019422026,2.48225270018686,2.28161596288766,2.68288943748605,14.707940354528,12.6653452354872,17.0799536412348,59.9895479549505,55.8813943364155,64.3997149064364,8.16851137790612,7.56020165819365,8.77682109761859,11.9129906770832,10.1505570694939,13.9814343095306,66.9807904096364,62.6020364200682,71.6658201627037
25,Bakersfield,CA,447,28.705976291577,24.1255088284072,34.1560909953658,64.8706730701077,57.7540020262696,72.8642877883109,5.66711777195213,5.13409886615329,6.20013667775098,35.8591298698902,30.7097584136484,41.8719410848302,1.93252843200485,1.59497217801235,2.27008468599735,16.48904409343,13.1144116222939,20.7320452450096,55.3705767708216,48.8639550496779,62.7436065872375,7.8124349371397,6.78899948350611,8.83587039077329,8.25075796585433,5.97399354413898,11.3952260758461,47.6617975563781,41.7703391419138,54.3842112123462
31,Chico,CA,319,22.4268680168556,17.7658987005734,28.3106651412589,56.3034640157009,48.679890063879,65.1209371263464,4.11081042171095,3.48056015180557,4.74106069161633,29.784171535168,24.3241429774496,36.4698100508093,1.24026690053094,0.841134866240012,1.63939893482187,9.76653250632478,6.78309091811241,14.0621964748251,63.4493558641251,55.300940932791,72.798413402497,10.2597077474946,9.04958093235551,11.4698345626338,9.76102604844659,6.89907231733374,13.8102088420019,57.0055691543672,49.0568054791674,66.2422855070198
33,Contra Costa County,CA,415,26.2673826036203,21.7040135603708,31.7902210540818,61.9264837359451,54.7599363808448,70.0309321257673,5.01178130630596,4.45888651785191,5.56467609476001,32.5870956427793,27.4645895362212,38.6650163124102,1.73319608659024,1.38305260835317,2.08333956482731,8.82314712220868,6.30041699536856,12.3559956741538,62.2485233413773,55.1218211423972,70.2966371189362,9.40310083614221,8.34150222776814,10.4646994445163,8.41689893064799,6.03981751679197,11.7295245115902,69.3646894873011,61.6740410693477,78.0143487315771
43,Fresno,CA,540,32.7368136869293,28.2020948737508,38.0006866571536,63.2184115625829,56.8291410780367,70.3260243720403,5.05206086681335,4.56721158147568,5.53691015215102,31.5779854766794,27.1349810569683,36.7484747703297,1.53374354045019,1.22669268966613,1.84079439123424,10.104917060031,7.71436734590308,13.2362570009494,52.8644212952644,47.0866626939921,59.3511384963746,7.29115741610442,6.36021117220001,8.22210366000884,9.83399838774781,7.50836429411328,12.8799723218075,50.1521530416828,44.4877409003391,56.5377877998116
56,Los Angeles,CA,4005,34.0567278100082,32.2104617188917,36.0088197197347,68.0606748723324,65.4681363796405,70.7558779009005,5.9514933914646,5.76998900745681,6.13299777547238,45.8939732038077,43.7432722559188,48.1504164596837,2.85680966041542,2.74186450690897,2.97175481392188,16.94289397009,15.6435340912213,18.3501793397698,49.0386797588758,46.8907443598954,51.2850061418591,6.78267588623749,6.43417413599447,7.13117763648052,9.79544761572448,8.84322211387139,10.8502073969051,66.4492095629037,63.9253100725647,69.0727576686363
58,Modesto,CA,486,33.3618165520841,28.6101869773215,38.9026050244678,65.8210699408635,58.9935525600516,73.4387583075274,5.31765345750977,4.8065408760326,5.82876603898694,36.438278032388,31.4566293715807,42.2088485794717,2.0287886857415,1.7051055171055,2.35247185437751,9.72182762550384,7.29853257465279,12.9497171401617,52.8043006901892,46.7040784739638,59.7012993829717,7.06847646965863,6.08710276791731,8.04985017139995,9.47136261242695,7.11148196667015,12.6143481986615,51.3049495821326,45.2953642138364,58.1118597302528
62,Napa,CA,240,21.5634184359075,16.3385534690864,28.4591298441328,58.7828863874606,49.8008205670833,69.3849557636613,4.34716129183241,3.62087899748963,5.0734435861752,29.4408742638441,23.2463441584834,37.286081265521,1.58183468987048,1.1218864067003,2.04178297304066,11.2638948050948,7.60740497369845,16.6778719706516,53.8829680553017,45.3945869559728,63.9586003781592,9.05216619682693,7.65765084044806,10.4466815532058,7.01314235824537,4.35817133868943,11.2855052990656,44.9344737794086,37.1369586191256,54.3692054737223
65,Alameda County,CA,514,29.6550302119073,25.2838866911251,34.781868294712,63.6097519700346,57.0992855640157,70.8625424245107,5.42098873339497,4.92413817353659,5.91783929325336,35.2273859276345,30.426142050671,40.7862658771467,1.88539348087745,1.5707423269404,2.2000446348145,10.8219759473042,8.32191824205132,14.0730970910334,54.2390150051051,48.2227425326003,61.0058780197995,8.57795634172513,7.62396676915138,9.53194591429888,6.77771331799111,4.8406656859872,9.48989267196328,58.8404621908112,52.4153573529387,66.0531600980142
69,Palm Springs/Rancho Mirage,CA,285,19.0723392705242,14.6029188216529,24.9096861862037,62.6290652770855,54.0623023128567,72.5533255091995,4.43984526344074,3.77324319672159,5.10644733015988,38.9042550454762,32.2615541697235,46.914697682602,2.07583538326179,1.6536820710671,2.49798869545648,11.1924021535331,7.86680578519041,15.9238538978854,70.8643841718228,61.7437911457774,81.3322416855695,9.57844619358704,8.29852125823539,10.8583711289387,14.9410613801117,11.0746549280955,20.1573156557625,56.7123251292032,48.6050190495451,66.1719280118367
73,Redding,CA,341,25.2102783104843,20.424036287877,31.1181454798592,58.6223358231806,51.0772848138993,67.2819291371298,4.16391271866654,3.55430462195231,4.77352081538077,29.159627859733,23.961068404919,35.4860594089186,1.18439646664154,0.798336941751049,1.57045599153203,6.94192712456789,4.6106621940754,10.4519373084272,55.6153739458214,48.2337934030737,64.1266133328101,8.73474409994877,7.56425177366929,9.90523642622825,10.2678351170515,7.40243190014469,14.2424056598069,42.0216280520243,35.5552671710799,49.6640122445477
77,Sacramento,CA,1271,29.1119552614815,26.2692082409573,32.2623328184334,62.9228517141182,58.694421734551,67.4559038292091,4.37239557651652,4.05503048301108,4.68976067002196,31.6933279647215,28.7205815933784,34.9737707857203,1.47248560309926,1.27150103961343,1.67347016658509,11.2403385736741,9.50097952318984,13.2981247820231,52.9882530433732,49.1196599329086,57.1615309312727,8.47568085434579,7.86631656181206,9.08504514687952,7.84153724003077,6.44593362049855,9.53930181521688,54.1913363913326,50.2129397833365,58.4849433741606
78,Salinas,CA,292,26.5696307140364,21.2130655649869,33.278795755266,56.9182133818816,48.900136072333,66.2510020379753,4.47387916588924,3.81536188790913,5.13239644386935,26.2975145104508,20.965691520594,32.9852830634311,1.05700675380296,0.639973468255312,1.4740400393506,7.20068173429025,4.64360106814994,11.1658638796891,55.5064117718273,47.6429728689025,64.6677056921159,8.91676937693854,7.65236782985819,10.1811709240189,6.76935973041501,4.36571703246629,10.4963814234834,46.0699582744859,38.7593159125935,54.7595076290615
79,San Bernardino,CA,824,25.0718544977947,21.8567131952689,28.7599458501681,64.553515664983,59.243958348734,70.3389257041136,5.17224539835794,4.77894979881088,5.56554099790499,43.2858467667682,38.9865603758339,48.0592417554624,2.66970152595673,2.42063083099542,2.91877222091804,13.6096393506585,11.3036416591081,16.3860717493417,62.1671770153607,56.9870531175516,67.8181742454211,8.80668710822942,8.05153066639312,9.56184355006572,10.4374831921811,8.43098046500567,12.9215167606238,56.1956712306312,51.3542435264985,61.4935251345238
80,San Diego,CA,1418,23.088907641551,20.6872972018424,25.7693236036941,63.1336553168527,59.0992577582148,67.4434601188053,4.24600928250615,3.94538596903497,4.54663259597733,39.244138715885,36.0649402138753,42.7035900910519,1.87091578958546,1.68053365031394,2.06129792885697,9.58817961006184,8.06408732048637,11.4003215219724,66.3704939210271,62.2449058571264,70.769525677044,10.1517829183397,9.57456407328933,10.7290017633901,10.9106241776102,9.31537391437206,12.7790597607028,57.2409543071912,53.3796978699984,61.381517332257
81,San Francisco,CA,672,32.6530692371623,28.5325568448381,37.3686429998232,62.8334929661263,57.0990333562438,69.1438647252076,4.87178338227761,4.43684901891662,5.30671774563859,34.7685663358015,30.5206633941816,39.6076975599909,1.65422245164555,1.37878228839522,1.92966261489588,10.5364790022706,8.28597976130073,13.3982212078034,46.6844574158108,41.807028088662,52.1309134814994,7.90459423533746,7.06948830827833,8.73970016239659,4.05835535645539,2.78190082665863,5.92050156548994,54.8189534706321,49.3761384992072,60.8617391103513
82,San Jose,CA,617,34.6435701486001,30.2446345553406,39.6823096157745,65.1767482225075,59.0991374296024,71.8793656492917,4.87224637078543,4.41860454201019,5.32588819956068,37.1380128881999,32.5647374517929,42.3535427953578,1.89683069700671,1.6095432580252,2.18411813598822,12.7304500805186,10.1285148707963,16.00080182731,54.528378243583,49.0328876238353,60.6397905154151,8.5337925129219,7.66276687805451,9.4048181477893,7.6794387873517,5.78407551465854,10.1958869553527,57.6954201692154,51.9065726950009,64.1298651726027
83,San Luis Obispo,CA,193,21.1015956997387,15.4749477018389,28.7740772799068,55.26325535019,45.7584598193916,66.7423554891168,4.13908107482545,3.32946692249153,4.94869522715938,38.1481068188615,30.2724939678279,48.072618510053,1.87686709428193,1.36414546758547,2.38958872097838,,,,63.2799866429161,53.05904652128,75.4698203617671,9.36412299686166,7.80960435174865,10.9186416419747,9.10944722851831,5.73739654006317,14.4633595097902,51.0635663626168,41.6187336119592,62.6517816226897
85,San Mateo County,CA,301,28.951931777664,23.3699794087751,35.8671413011075,58.1876393768222,50.1663323270258,67.4915071362133,3.95944142273338,3.31083488213626,4.6080479633305,37.14952380813,30.7545692897768,44.8742138498936,1.61294506038486,1.20218815893713,2.0237019618326,8.0533303017691,5.30053190383928,12.2357774891263,56.9151207768433,49.0686393252637,66.016319539043,9.65724515663809,8.41187295335598,10.9026173599202,5.26840520125691,3.22654613577309,8.602416390981,61.1441912454284,52.710823421206,70.9268396963317
86,Santa Barbara,CA,260,29.2374516506353,23.3428451388947,36.6205821928232,58.4621470239788,49.9125805449128,68.4761756923759,4.49912343177467,3.8013343355229,5.19691252802644,33.8230422386921,27.4047478652125,41.7445251423947,1.45325292527172,1.01134913753544,1.895156713008,7.62492595999475,4.86160993218502,11.9588977121559,54.0939639149967,45.8820511055136,63.7756347314937,8.69763784521364,7.3578315222227,10.0374441682046,8.31659628784513,5.47392394883593,12.6355014175358,49.8778135212806,41.818691412019,59.4900557062537
87,Santa Cruz,CA,155,22.8370601268043,16.3926910682242,31.8148687768673,56.935551924743,46.2481402538048,70.0927011374995,3.82662932859753,2.9232750471862,4.72998361000887,30.1869227798839,22.6054185506565,40.3111450857081,1.17114991696145,0.599063478856057,1.74323635506684,7.50371086300237,4.15409201990188,13.5542680436024,67.5242689277935,55.8103863259935,81.6967448961985,11.925573800164,10.1910672212605,13.6600803790675,,,,53.6604422751085,43.1512052658189,66.7291457427987
89,Santa Rosa,CA,272,22.3463403311418,17.3087154220017,28.8501436426912,56.6514076170423,48.3916641558328,66.320967484344,3.59469494590445,2.91247063964371,4.27691925216518,26.9630506155655,21.3618034803633,34.0329925404398,1.19997011410932,0.767923372992573,1.63201685522606,,,,61.6229623125417,53.0361449753077,71.6000283569047,10.5332664712305,9.22334568838059,11.8431872540804,7.60015482732451,4.95354636239672,11.6608080703127,49.1196672945823,41.2124250142788,58.5440365204068
91,Stockton,CA,294,28.0062851755839,22.5460183183494,34.7889369316164,68.3148278955485,59.4601609160043,78.4881110058056,5.15121971716124,4.49474111864006,5.80769831568243,45.0545571957623,37.9714517000004,53.458928569386,2.3714284244711,1.95568621695796,2.78717063198425,10.0465678408679,6.97712267661837,14.4663538337097,55.2331646596826,47.3625211979748,64.4117416294566,7.22817386658445,5.96768673382255,8.48866099934635,13.2656156918813,9.68631918583965,18.1675367400598,44.4163756996669,37.3911619063007,52.7615171531089
96,Ventura,CA,444,29.637251949345,24.9114509579327,35.2595561210878,64.0850499704317,57.0115484622258,72.0361705739993,5.33946722471719,4.80493805560843,5.87399639382595,37.2321168385289,31.8893387185721,43.4700304233822,2.13444843922121,1.79593574856222,2.47296112988019,12.3134184082647,9.35148003632381,16.2135054887629,59.4146032570964,52.6853189687989,67.0033920130339,8.76940796740819,7.74307269727865,9.79574323753772,8.76317390650889,6.39907982402646,12.0006655687252,60.450939370569,53.5747428000056,68.2096801551761
101,Boulder,CO,93,21.1961810919847,13.5175223026067,33.2367191876258,54.2734309111403,41.1304140699095,71.6162326462279,4.00734065859171,2.84146165191546,5.17321966526795,22.2135678723371,14.3289449000892,34.4367712388826,1.25521902830883,0.516877956687172,1.99356009993049,,,,69.8168086477801,54.8438133102551,88.8776048847298,11.38577277724,9.14719944128806,13.6243461131919,11.7454188523731,6.50263729432769,21.215217422325,64.0119368131074,49.5869539685631,82.6331872928309
102,Colorado Springs,CO,446,15.8192191971024,12.5519480880025,19.9369607212736,57.7618646790888,51.1625580079024,65.2123963522315,3.74578078779951,3.21249553102077,4.27906604457824,17.7492595068069,14.2520308679087,22.104654133843,0.564789398952589,0.227064467192679,0.902514330712498,8.09852239520729,5.83791889367755,11.23449403463,69.7551004052542,62.4017803917705,77.9749231832621,11.2355672183729,10.2116203512923,12.2595140854535,11.6164428740532,8.86898474166718,15.2150160335911,45.9300681341231,39.9601695896007,52.7918469934169
103,Denver,CO,964,17.7692795002715,15.2877366246851,20.6536324971045,59.8633398142186,55.1577912895492,64.9703218698607,4.00473287173315,3.64106249112652,4.36840325233978,29.5924771084683,26.3230327345366,33.2680018387948,1.31593296221763,1.08562366168425,1.54624226275101,8.08971293585322,6.45521188201435,10.1380801406149,67.4409147491736,62.4446695000846,72.8369133605413,10.5735401617241,9.8752663164626,11.2718140069856,11.9353049687189,9.94017249736399,14.3308885971649,62.60759953668,57.7400388712432,67.8855019215698
104,Fort Collins,CO,191,19.3963308723956,14.1100723540397,26.6630561397323,59.8727554677963,49.9427271554618,71.7771545824466,4.39330842887301,3.5794570457435,5.20715981200253,26.9968255872941,20.5669770809287,35.436835900722,1.23586145794669,0.720456429706495,1.75126648618688,,,,68.6140470971045,57.8063137635218,81.4424437839617,10.7750364333996,9.21238199390055,12.3376908728986,11.6810527178612,7.75930597722287,17.5849480608173,55.6609333275066,45.833399752427,67.5956729289993
105,Grand Junction,CO,126,14.917369439342,9.51344306856981,23.3908911196405,49.2086072419751,38.5118991267007,62.876333850182,2.69206833640272,1.69037905059155,3.69375762221388,18.204405491202,12.0954444815128,27.3987764397277,0.517783504939448,,1.15214464917706,,,,75.3209574069696,61.657536842932,92.0122164327568,13.6044130736101,11.6810960627667,15.5277300844535,11.4535030169645,6.90280029625491,19.0042773554939,34.4653796547483,25.2781791433825,46.9916123312587
