hrr_id,hrr_name,state,number_of_deaths_among_cancer_patients_2012,percent_of_cancer_patients_dying_in_hospital_2012,percent_of_cancer_patients_dying_in_hospital_2012_2,percent_of_cancer_patients_dying_in_hospital_2012_3,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2012_deaths,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2012_deaths_2,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2012_deaths_3,hospital_days_per_cancer_patient_during_the_last_month_of_life_2012_deaths,hospital_days_per_cancer_patient_during_the_last_month_of_life_2012_deaths_2,hospital_days_per_cancer_patient_during_the_last_month_of_life_2012_deaths_3,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2012_deaths,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2012_deaths_2,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2012_deaths_3,icu_days_per_cancer_patient_during_the_last_month_of_life_2012_deaths,icu_days_per_cancer_patient_during_the_last_month_of_life_2012_deaths_2,icu_days_per_cancer_patient_during_the_last_month_of_life_2012_deaths_3,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2012_deaths,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2012_deaths_2,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2012_deaths_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2012_deaths,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2012_deaths_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2012_deaths_3,hospice_days_per_cancer_patient_during_the_last_month_of_life_2012_deaths,hospice_days_per_cancer_patient_during_the_last_month_of_life_2012_deaths_2,hospice_days_per_cancer_patient_during_the_last_month_of_life_2012_deaths_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2012_deaths,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2012_deaths_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2012_deaths_3,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2012_deaths,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2012_deaths_2,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2012_deaths_3
HRR ID,HRR Name,State,Number of deaths among cancer patients (2012),Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit
418,Waco,TX,234,8.49484303269025,5.47904523358679,13.1706082124834,52.7335685534458,44.2129967075968,62.8961947721394,3.60700900420485,2.88466793497051,4.32935007343918,24.4081551460962,18.863176664759,31.583123469809,0.959021469403655,0.50068218592422,1.41736075288309,7.25082980116413,4.50496972089359,11.6703409928849,84.9974484686937,73.924807185445,97.7285774728499,13.5561579186868,12.1408785696704,14.9714372677032,13.1658693232716,9.25298346367624,18.7334296789714,52.1131797814576,43.5302713459912,62.3883891131458
420,Wichita Falls,TX,182,7.48267042608497,4.43079098367884,12.6366504111007,53.807002920815,44.2229802211205,65.4680790133152,3.51683102006634,2.69825590073422,4.33540613939846,25.7672311561887,19.4130032381764,34.2013130740523,1.04445616079718,0.525054524024039,1.56385779757033,,,,81.6622945269712,69.497298045702,95.9566851509014,12.1686872108278,10.5648569548001,13.7725174668555,15.0009195423648,10.3522113807045,21.7371514974984,44.7430654648393,35.8815153568905,55.7931259947876
421,Ogden,UT,147,22.7224600332545,16.2317040731771,31.8087483381396,60.7916316214101,49.5494209497822,74.5845744380888,3.79252676596284,2.88194686894097,4.70310666298471,35.7705802826562,27.3210123502719,46.8333456078988,1.51629792654944,0.93851749106323,2.09407836203564,16.0935995447166,10.6893869429913,24.2300094184096,64.4008146055739,52.6620635459346,78.7562173336384,8.7505523766033,6.96645760645467,10.5346471467519,17.729602510065,12.1530273403179,25.8650619604944,49.1802056249195,38.8369124220245,62.2781903727682
422,Provo,UT,104,15.6049164563664,9.69892247817442,25.1072650759047,54.0323565014788,41.7669547412211,69.899650745223,2.76130862962012,1.67891903664198,3.84369822259826,17.0708254167279,10.7535980819771,27.0991233061618,0.413827859677404,,1.10062484744532,,,,70.2449398011445,55.8383766801257,88.3684637885019,12.0541585935917,9.93343792052243,14.174879266661,12.009299522209,6.97087426307915,20.6894099034321,41.2277225814393,30.4637284668687,55.7950452814953
423,Salt Lake City,UT,655,17.659374614813,14.7265494727657,21.1762784189891,53.7166923250861,48.4401469522991,59.5680074461667,3.12912078045487,2.69684595083867,3.56139561007107,22.3856596656991,19.0374191566808,26.3227780270127,0.745131708054004,0.470845025334308,1.0194183907737,4.9847944487501,3.52328872401729,7.05255164781318,65.9642101970889,60.0316949571336,72.4829946919341,10.5327400282995,9.68578605390635,11.3796940026926,11.8300641380901,9.49557369794491,14.7384899494396,42.0732285682011,37.2641080875026,47.502990223071
424,Burlington,VT,573,30.2842090248392,26.0299056100633,35.2338318086556,55.1354295848333,49.3571104090108,61.5902262169127,4.43882536411571,3.97651678138143,4.90113394684999,16.162065069896,13.1556976338765,19.855453856808,0.454639053808916,0.161295377834041,0.747982729783792,5.23015213015491,3.60906984617754,7.57937431816007,51.3459059411721,45.8307352532047,57.5247602368618,8.53357220722013,7.62777324619691,9.43937116824335,5.68268420825815,4.03773231249616,7.99778125727774,49.7179691935029,44.1781066686151,55.952521443889
426,Arlington,VA,975,23.6870133197117,20.8024597313251,26.9715508288336,60.1933346887343,55.5088527734554,65.2731476137195,4.68415330166382,4.32921925151361,5.03908735181402,32.1262054901507,28.7309368225681,35.9227088754267,1.40634012250175,1.18112764994951,1.631552595054,10.8854752003426,8.98138361508398,13.1932423127176,67.2097544419635,62.2467614694369,72.5684515228466,10.9871252045437,10.2917046437652,11.6825457653223,10.5293441535765,8.66490129861512,12.7949626295426,75.6872272705284,70.3289730968427,81.453718427147
427,Charlottesville,VA,495,27.5778091682841,23.3282471164109,32.6014875754329,61.4548453277272,54.947543663802,68.7327906295995,4.05991150395114,3.56288626128643,4.55693674661585,22.4483200978392,18.6466530940036,27.0250683956309,0.701017648563609,0.385645585009746,1.01638971211747,7.55359785062511,5.49272512962985,10.3877108616235,57.2849866586728,50.9729012742326,64.3787113240736,10.2453375683401,9.27151842411107,11.219156712569,5.25753498250995,3.57816399682345,7.72509983244344,58.1954958693498,51.7670817664976,65.4221876897708
428,Lynchburg,VA,265,22.3262665518159,17.3284232236435,28.7655819406935,51.8808112246021,43.8998354814272,61.3127257495429,4.07830898150992,3.3995938102847,4.75702415273515,23.1409875818701,18.0363126645697,29.6903982661715,0.981523781340954,0.550865968134056,1.41218159454785,5.91983827565876,3.62492984065397,9.66763130610886,63.2962282655683,54.3770019802939,73.6784369630904,12.0522509413376,10.7224476024282,13.382054280247,6.43951334293797,4.00156633841793,10.3627751202722,62.8696117055316,54.0060875918966,73.1878247850967
429,Newport News,VA,480,27.5513321056343,23.2750172910399,32.6133334855642,62.8120552346363,56.137408880661,70.2803061535345,4.5770285718472,4.07207720070262,5.08197994299178,37.6904785042567,32.6148504921574,43.5559920846924,1.93695726921634,1.61655592489338,2.2573586135393,9.16196649478037,6.87778561172842,12.2047465260237,59.4959237936568,52.9266536605506,66.8805734585676,9.00636215896589,8.01701338969828,9.99571092823351,10.0426548666036,7.5404446378938,13.375194913955,69.3772211898463,62.2144261444856,77.3646743738628
430,Norfolk,VA,1008,26.451424596042,23.4665826790893,29.8159247440646,64.4458479989223,59.6602296449322,69.6153425660338,5.30990866965717,4.96028942531564,5.6595279139987,34.7054928031386,31.2522456941846,38.5403097906925,2.08027860806588,1.8584384818884,2.30211873424335,9.9031449670103,8.18241558658872,11.9857368768173,55.4914246224355,51.0284896237848,60.3446864551552,7.68931287951966,7.00430559195152,8.3743201670878,10.8306285529316,8.93577945591209,13.1272840192991,71.9700958222575,66.8599403881543,77.4708242722666
431,Richmond,VA,1446,21.640914825153,19.3854235048584,24.1588322458961,61.9422961555916,57.9971283607528,66.1558280810235,4.99784947123883,4.70515172393896,5.2905472185387,34.7892706821579,31.8772829042623,37.9672683594567,1.90697206932371,1.72124972639273,2.09269441225469,8.35328920425057,7.02294811707945,9.93563377752342,65.0448359616243,60.9540654407457,69.4101477019193,9.4358167159959,8.86233544115128,10.0092979908405,11.5880196639303,9.92101225914036,13.535130914481,69.856765822977,65.6308328809117,74.3548042442344
432,Roanoke,VA,679,28.5923587239272,24.8395901551955,32.9120960647871,63.0774202078401,57.3687596874961,69.3541391124695,4.84169589251588,4.41668858707151,5.26670319796025,29.6793834449701,25.8506105122808,34.0752417145077,1.45108222205933,1.18140692302451,1.72075752109415,8.77955151799023,6.79600941021232,11.3420273876043,54.2384897642599,48.9614909835048,60.0842358517806,8.83066613507909,7.99795138550226,9.66338088465591,8.03444754415241,6.1638915671965,10.4726610836694,55.804965287959,50.4036205545294,61.7851280627986
435,Winchester,VA,387,30.4231163329793,25.3479519695619,36.5144295886873,62.0209998659029,54.65090808323,70.385004737857,4.88170523281051,4.31968374108846,5.44372672453257,18.0992106864638,14.3146457425705,22.8843544831018,0.806373785061965,0.4497603530042,1.16298721711973,7.94499243971048,5.55142985620111,11.3705669534033,58.5751104486546,51.4316425459208,66.7107522574002,10.9506984230989,9.84953244373581,12.051864402462,7.88283641723123,5.54062529638442,11.2151799944631,44.7317826922607,38.4598334714326,52.0265482770198
437,Everett,WA,315,23.6045037483304,18.8456254107056,29.5650892481621,54.7400923653418,47.253358212249,63.4130107474437,3.83260451315545,3.21019178093349,4.45501724537741,24.4474567109765,19.5767490656162,30.5299995229956,0.93850027682119,0.543567442644288,1.33343311099809,4.80136029657525,2.89353932420207,7.9670804902181,56.3390354548812,48.6337071973753,65.2651648188082,9.50272923699739,8.28323899340327,10.7222194805915,9.20939861841086,6.43638010350648,13.1771308637572,59.36792811,51.244789395944,68.7787173997653
438,Olympia,WA,281,27.1606095973724,21.7149508138693,33.9719265322815,64.177375975077,55.5315329736515,74.1693118574745,4.08636976821531,3.42728816579552,4.74545137063511,30.7168951949329,24.887093511979,37.9123279286245,1.15471454848612,0.736514611816638,1.57291448515561,8.65811207310177,5.80006742863286,12.9244884810003,52.7998443136925,44.9591200787601,62.0079653397667,8.30155917858269,7.01022379568648,9.5928945614789,8.96736876216812,6.10273192656222,13.1766729203206,43.0067632297387,35.870883416867,51.5622005180142
439,Seattle,WA,1562,27.2839202023264,24.7633925695031,30.0609982867889,60.0518823894556,56.315050179602,64.0366752229801,4.35619339758965,4.07499188077411,4.63739491440519,28.934895736921,26.3471420618684,31.7768124277203,1.20666727431054,1.02823951044661,1.38509503817448,8.51427438288991,7.13746829728532,10.1566641346355,52.8564301570453,49.3738428219572,56.5846620248113,8.89516441239513,8.34420764610885,9.44612117868141,6.77496909429509,5.60067707747766,8.19547451025785,57.7397915865945,53.9920377439391,61.7476885809447
440,Spokane,WA,1114,20.3814293674987,17.8784992191332,23.2347613729111,56.174156306928,51.9550912032598,60.7358348087587,3.46635003387324,3.13403761537984,3.79866245236663,21.3728401954484,18.8082314864675,24.2871478027501,0.718931171995867,0.508072559256282,0.929789784735451,7.79169861409836,6.27757000555726,9.6710299111277,60.4288352922821,56.0323395963504,65.1702956022847,9.9039505999904,9.25285249225866,10.5550487077221,8.83592810794727,7.26401323015083,10.7480015599024,44.8917229257278,41.0205833975254,49.1281844461015
441,Tacoma,WA,448,25.0812568097769,20.8306177058457,30.1992697500009,60.4683454561794,53.6790039161181,68.1164055860945,4.52517889024543,4.00270123007463,5.04765655041623,37.1180071511131,31.8795344143269,43.2172702701365,1.61082354643491,1.27930143507202,1.94234565779781,7.06997115490303,4.96897044487015,10.0593257065483,58.8078366618251,52.1115001610495,66.3646535247672,9.0202662462352,7.99657830399215,10.0439541884783,7.70816379828872,5.53129610214555,10.7417480539872,62.4235877336083,55.4562971100746,70.2662187812679
442,Yakima,WA,194,19.3857632197763,14.1006073701798,26.651888514249,60.9332777655262,50.9012119537669,72.9425527750327,3.73604270258555,2.94292596508757,4.52915944008353,26.5441961297496,20.2200865935576,34.846257700949,0.594517291570126,0.0912694870867242,1.09776509605353,,,,61.9004997496042,51.747878012393,74.045004673102,9.79403369231434,8.24008392017974,11.3479834644489,9.52037073846085,6.0693401360787,14.9336595026129,40.0499300321002,32.0253934880792,50.0851580847298
443,Charleston,WV,872,24.1910201821956,21.132296482115,27.692468632109,62.4095859211823,57.3344061018561,67.934015186866,5.00772616200959,4.63186648692084,5.38358583709834,33.4391986870312,29.81469594466,37.504323737067,1.67174543738588,1.43325525386137,1.9102356209104,7.98049250522979,6.3062248244923,10.0992689601986,61.54742650881,56.51518257673,67.0277532009089,9.73643691313267,9.00001687703397,10.4728569492314,9.50560072536652,7.66682448419419,11.7853806796237,54.3443213108188,49.6950870242604,59.4285156859019
444,Huntington,WV,369,20.9016260294207,16.7083571946243,26.1472726244036,64.4296117419591,56.66306899348,73.2606783034865,4.64757688312955,4.07174194797911,5.22341181827999,20.1941882150772,16.0972727575572,25.333809261231,0.690197246424943,0.324818919177072,1.05557557367281,10.5504401347214,7.70109144713177,14.45402743241,68.9309295675266,60.9482894336692,77.9590878627432,10.1182647323315,8.99003414034197,11.2464953243211,11.027122706187,8.11284165082897,14.9882668010513,56.6477736691595,49.5541536306198,64.7568372490471
445,Morgantown,WV,326,29.0692467271932,23.7593221715547,35.5658759616514,61.4812119035896,53.490202632444,70.6660141691331,4.91174329116822,4.29932186346523,5.52416471887121,32.5258560072865,26.8980143823903,39.3312046743251,1.52738166708971,1.13878850754754,1.91597482663188,7.16442449966763,4.7574403916729,10.7892005333962,60.6322053978767,52.7145455497831,69.7390880082327,11.5269047411179,10.3269904119466,12.7268190702892,6.6307472118023,4.36343063554445,10.0762020206465,51.3377092794751,44.1945263916956,59.6354483065382
446,Appleton,WI,147,16.9348753864478,11.4397813410296,25.0695354924242,50.3029290375146,40.1084268966485,63.0886042046359,3.06910680842309,2.15836849067167,3.97984512617451,10.1500045635982,6.11802249469237,16.8391980791898,0.180793686532372,,0.758674643014487,,,,69.9859196983054,57.6846853112616,84.9103870392689,11.3801880968359,9.59578293372118,13.1645932599506,,,,42.3832941576202,32.9704080630918,54.4835120091296
447,Green Bay,WI,368,22.8977087515862,18.4342473431463,28.4419025259202,59.1533778533569,51.788934005404,67.5650537834374,3.9633607815122,3.38722140661813,4.53950015640628,16.9258913112832,13.1659687546522,21.7595683249776,0.40691685550998,0.0413453553969581,0.772488355623002,7.29920959973566,4.92969148422381,10.8076663522204,58.5308492271125,51.2589991590851,66.8343191917312,9.27010105576893,8.14127397646814,10.3989281350697,7.25120129073755,4.97047539380601,10.5784489395756,44.8604081659147,38.3924840761197,52.4179737060626
448,La Crosse,WI,253,22.7751181342367,17.5222474522355,29.6027097803746,58.7397684484672,50.045405453647,68.9445987319522,3.57766689504266,2.8833126022049,4.27202118788043,17.8363819088765,13.2707984129894,23.9726736627922,0.346754527566959,,0.787335663840256,4.73314956584963,2.62041652271335,8.54929154144751,56.9838363806044,48.4704129776986,66.992571533185,8.73674986233894,7.376304868403,10.0971948562749,9.32295671234344,6.24650038529956,13.914594812926,50.8652658105904,42.6168416409431,60.7101597950505
449,Madison,WI,723,19.167145676785,16.2421264968148,22.61892699008,55.6633773858433,50.5128455725551,61.3390821063199,3.66043532868288,3.24866395317583,4.07220670418993,18.4908063347963,15.6142956186189,21.8972361778037,0.443839821660229,0.182562974412304,0.705116668908154,5.44502541814204,3.97566621490549,7.45744240123986,68.0661108735602,62.2946721238088,74.3722583569241,11.8263474809442,11.0195658246154,12.633129137273,7.5560123032971,5.81105901588708,9.82494271207494,48.7724073077635,43.857870752632,54.2376470579488
450,Marshfield,WI,277,28.9970244963481,23.2162999753687,36.2171160147778,58.1621464612485,49.8033211411665,67.9238894810076,4.02926707324851,3.3653805458343,4.69315360066273,17.3622922754322,13.0417425577501,23.1141806183251,0.447526369634583,0.0262776157609913,0.868775123508175,6.18330841721318,3.78639449900243,10.0975487346742,52.5268742414136,44.701591390155,61.7220199945931,9.53020494652531,8.22945529742189,10.8309545956287,4.64493756005677,2.69614592332227,8.00232834216935,56.3786629355267,48.1282708385901,66.0433790579717
451,Milwaukee,WI,1760,18.0692396615351,16.168985393354,20.1928206379723,58.7259294683367,55.2135935719256,62.4616977235409,4.33316688897928,4.06764664031556,4.59868713764301,26.9484943072339,24.5991982696408,29.5221550502028,1.15849657520502,0.990018877196224,1.32697427321382,9.27907928349114,7.93184324894532,10.8551454746365,72.5749449772703,68.6668796971882,76.7054315221709,10.6493031586929,10.1290706249429,11.1695356924429,12.4182841343267,10.8557965395962,14.2056624107112,60.8666295600958,57.2946609301268,64.6612883969069
452,Neenah,WI,142,12.8833941207175,8.11545867354815,20.4525524368383,56.7933869047644,45.6731068176883,70.6211821540702,3.53228284410748,2.60580508679707,4.45876060141788,17.1762655732492,11.5106733654663,25.6304813520207,0.40169756298596,,0.989565496198445,,,,70.7629546598993,58.2716463354797,85.931942326986,10.0709968703774,8.25575349977089,11.8862402409839,16.6324010097466,11.143211627721,24.8255864279586,39.0010808509831,29.8657497591638,50.930725657681
456,Wausau,WI,176,19.9925367524961,14.3501025461467,27.8535658204919,58.6769300770583,48.3637777264044,71.1892719122368,4.01509878177961,3.18265603460987,4.84754152894935,20.555806907417,14.8238850526435,28.5040794713705,0.58712957522715,0.0589286622154387,1.11533048823886,,,,67.9201173924055,56.7821460957217,81.2428318369904,11.4420976038996,9.81109657199563,13.0730986358036,8.39528273532368,5.05917702933806,13.9312721806941,55.5910303460196,45.6404313899077,67.7110746068765
457,Casper,WY,187,21.5465371008959,15.8000870788537,29.3829558484917,61.2080654397286,50.9753171830623,73.4949281712157,3.55913961364332,2.75156570249985,4.3667135247868,17.7176187588486,12.5932460655566,24.9271722993234,0.393856705006161,,0.906277863867484,9.37870797743532,5.82766402369805,15.0935542900759,56.5707691785691,46.7982561578555,68.3839994947708,9.16313479448305,7.58085915223379,10.7454104367323,7.31491247048964,4.33070864910395,12.3554708447071,39.1814766308332,31.0944259505207,49.3718106716428
999,United States,US,210944,23.070103913835,,,61.5907539441748,,,4.60476714199029,,,30.2269796723301,,,1.63861024726942,,,10.277609223301,,,63.3533070388349,,,9.4175041717233,,,11.0147716929612,,,61.7087947512136,,
